partner,cover,room_count,pricing_zone,cover_monthly_price,cover_monthly_price_no_tax,cover_monthly_price_tax
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFBCA-ZVOLFCCC,16.81094,15.42288,1.38806
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFBCA-ZVOLFBCB,15.03557,13.79410,1.24147
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFBCA-ZVOLFACA,13.82310,12.68174,1.14136
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACC-ZVOLFDCD,18.71747,17.17199,1.54548
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACC-ZVOLFCCC,17.46690,16.02468,1.44222
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACC-ZVOLFBCB,15.69153,14.39590,1.29563
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACC-ZVOLFACA,14.47906,13.28354,1.19552
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACB-ZVOLFDCD,18.64479,17.10532,1.53948
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACB-ZVOLFCCC,17.39422,15.95800,1.43622
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACB-ZVOLFBCB,15.61885,14.32922,1.28963
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACB-ZVOLFACA,14.40638,13.21686,1.18952
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACA-ZVOLFDCD,18.38123,16.86351,1.51772
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACA-ZVOLFCCC,17.13066,15.71620,1.41446
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACA-ZVOLFBCB,15.35529,14.08742,1.26787
e-mobilia,CATNAT,2,ZDDEF8C1-ZINCFACA-ZVOLFACA,14.14282,12.97506,1.16776
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCC-ZVOLFDCD,18.84766,17.29143,1.55623
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCC-ZVOLFCCC,17.59709,16.14412,1.45297
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCC-ZVOLFBCB,15.82172,14.51534,1.30638
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCC-ZVOLFACA,14.60925,13.40298,1.20627
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCB-ZVOLFDCD,18.78349,17.23256,1.55093
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCB-ZVOLFCCC,17.53291,16.08524,1.44767
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCB-ZVOLFBCB,15.75754,14.45646,1.30108
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCB-ZVOLFACA,14.54507,13.34410,1.20097
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCA-ZVOLFDCD,18.55075,17.01904,1.53171
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCA-ZVOLFCCC,17.30018,15.87172,1.42846
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCA-ZVOLFBCB,15.52481,14.24294,1.28186
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFBCA-ZVOLFACA,14.31234,13.13058,1.18175
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACC-ZVOLFDCD,19.20671,17.62084,1.58588
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACC-ZVOLFCCC,17.95614,16.47352,1.48262
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACC-ZVOLFBCB,16.18077,14.84474,1.33603
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACC-ZVOLFACA,14.96830,13.73239,1.23591
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACB-ZVOLFDCD,19.13403,17.55416,1.57987
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACB-ZVOLFCCC,17.88346,16.40685,1.47662
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACB-ZVOLFBCB,16.10809,14.77807,1.33003
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACB-ZVOLFACA,14.89562,13.66571,1.22991
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACA-ZVOLFDCD,18.87047,17.31236,1.55811
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACA-ZVOLFCCC,17.61990,16.16504,1.45485
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACA-ZVOLFBCB,15.84453,14.53626,1.30826
e-mobilia,CATNAT,2,ZDDEF7C3-ZINCFACA-ZVOLFACA,14.63206,13.42391,1.20815
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCC-ZVOLFDCD,18.09310,16.59918,1.49393
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCC-ZVOLFCCC,16.84253,15.45186,1.39067
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCC-ZVOLFBCB,15.06716,13.82308,1.24408
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCC-ZVOLFACA,13.85469,12.71072,1.14397
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCB-ZVOLFDCD,18.02892,16.54030,1.48863
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCB-ZVOLFCCC,16.77835,15.39298,1.38537
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCB-ZVOLFBCB,15.00298,13.76420,1.23878
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCB-ZVOLFACA,13.79051,12.65184,1.13867
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCA-ZVOLFDCD,17.79619,16.32678,1.46941
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCA-ZVOLFCCC,16.54562,15.17947,1.36615
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCA-ZVOLFBCB,14.77025,13.55069,1.21956
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFBCA-ZVOLFACA,13.55778,12.43833,1.11945
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACC-ZVOLFDCD,18.45215,16.92858,1.52357
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACC-ZVOLFCCC,17.20158,15.78127,1.42031
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACC-ZVOLFBCB,15.42621,14.15249,1.27372
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACC-ZVOLFACA,14.21374,13.04013,1.17361
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACB-ZVOLFDCD,18.37947,16.86190,1.51757
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACB-ZVOLFCCC,17.12890,15.71459,1.41431
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACB-ZVOLFBCB,15.35353,14.08581,1.26772
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACB-ZVOLFACA,14.14106,12.97345,1.16761
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACA-ZVOLFDCD,18.11591,16.62010,1.49581
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACA-ZVOLFCCC,16.86534,15.47279,1.39255
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACA-ZVOLFBCB,15.08997,13.84401,1.24596
e-mobilia,CATNAT,2,ZDDEF7C2-ZINCFACA-ZVOLFACA,13.87750,12.73165,1.14585
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCC-ZVOLFDCD,17.12456,15.71060,1.41395
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCC-ZVOLFCCC,15.87399,14.56329,1.31070
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCC-ZVOLFBCB,14.09862,12.93451,1.16411
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCC-ZVOLFACA,12.88614,11.82215,1.06399
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCB-ZVOLFDCD,17.06038,15.65173,1.40866
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCB-ZVOLFCCC,15.80981,14.50441,1.30540
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCB-ZVOLFBCB,14.03444,12.87563,1.15881
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCB-ZVOLFACA,12.82197,11.76327,1.05869
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCA-ZVOLFDCD,16.82765,15.43821,1.38944
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCA-ZVOLFCCC,15.57707,14.29089,1.28618
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCA-ZVOLFBCB,13.80170,12.66211,1.13959
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFBCA-ZVOLFACA,12.58923,11.54975,1.03948
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACC-ZVOLFDCD,17.48361,16.04001,1.44360
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACC-ZVOLFCCC,16.23304,14.89269,1.34034
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACC-ZVOLFBCB,14.45767,13.26391,1.19375
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACC-ZVOLFACA,13.24520,12.15156,1.09364
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACB-ZVOLFDCD,17.41093,15.97333,1.43760
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACB-ZVOLFCCC,16.16036,14.82602,1.33434
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACB-ZVOLFBCB,14.38499,13.19724,1.18775
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACB-ZVOLFACA,13.17252,12.08488,1.08764
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACA-ZVOLFDCD,17.14737,15.73153,1.41584
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACA-ZVOLFCCC,15.89679,14.58421,1.31258
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACA-ZVOLFBCB,14.12142,12.95543,1.16599
e-mobilia,CATNAT,2,ZDDEF7C1-ZINCFACA-ZVOLFACA,12.90895,11.84308,1.06588
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCC-ZVOLFDCD,18.38489,16.86687,1.51802
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCC-ZVOLFCCC,17.13432,15.71956,1.41476
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCC-ZVOLFBCB,15.35895,14.09078,1.26817
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCC-ZVOLFACA,14.14647,12.97842,1.16806
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCB-ZVOLFDCD,18.32071,16.80799,1.51272
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCB-ZVOLFCCC,17.07014,15.66068,1.40946
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCB-ZVOLFBCB,15.29477,14.03190,1.26287
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCB-ZVOLFACA,14.08230,12.91954,1.16276
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCA-ZVOLFDCD,18.08798,16.59447,1.49350
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCA-ZVOLFCCC,16.83740,15.44716,1.39024
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCA-ZVOLFBCB,15.06203,13.81838,1.24365
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFBCA-ZVOLFACA,13.84956,12.70602,1.14354
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACC-ZVOLFDCD,18.74394,17.19628,1.54766
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACC-ZVOLFCCC,17.49337,16.04896,1.44441
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACC-ZVOLFBCB,15.71800,14.42018,1.29782
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACC-ZVOLFACA,14.50553,13.30782,1.19770
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACB-ZVOLFDCD,18.67126,17.12960,1.54166
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACB-ZVOLFCCC,17.42069,15.98228,1.43841
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACB-ZVOLFBCB,15.64532,14.35350,1.29182
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACB-ZVOLFACA,14.43285,13.24114,1.19170
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACA-ZVOLFDCD,18.40770,16.88780,1.51990
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACA-ZVOLFCCC,17.15712,15.74048,1.41664
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACA-ZVOLFBCB,15.38175,14.11170,1.27005
e-mobilia,CATNAT,2,ZDDEF6C3-ZINCFACA-ZVOLFACA,14.16928,12.99934,1.16994
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCC-ZVOLFDCD,17.66542,16.20681,1.45861
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCC-ZVOLFCCC,16.41485,15.05949,1.35535
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCC-ZVOLFBCB,14.63948,13.43071,1.20876
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCC-ZVOLFACA,13.42701,12.31836,1.10865
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCB-ZVOLFDCD,17.60124,16.14793,1.45331
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCB-ZVOLFCCC,16.35067,15.00061,1.35006
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCB-ZVOLFBCB,14.57530,13.37183,1.20347
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCB-ZVOLFACA,13.36283,12.25948,1.10335
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCA-ZVOLFDCD,17.36851,15.93441,1.43410
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCA-ZVOLFCCC,16.11794,14.78710,1.33084
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCA-ZVOLFBCB,14.34257,13.15832,1.18425
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFBCA-ZVOLFACA,13.13010,12.04596,1.08414
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACC-ZVOLFDCD,18.02447,16.53621,1.48826
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACC-ZVOLFCCC,16.77390,15.38890,1.38500
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACC-ZVOLFBCB,14.99853,13.76012,1.23841
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACC-ZVOLFACA,13.78606,12.64776,1.13830
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACB-ZVOLFDCD,17.95179,16.46953,1.48226
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACB-ZVOLFCCC,16.70122,15.32222,1.37900
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACB-ZVOLFBCB,14.92585,13.69344,1.23241
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACB-ZVOLFACA,13.71338,12.58108,1.13230
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACA-ZVOLFDCD,17.68823,16.22773,1.46050
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACA-ZVOLFCCC,16.43766,15.08042,1.35724
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACA-ZVOLFBCB,14.66229,13.45164,1.21065
e-mobilia,CATNAT,2,ZDDEF6C2-ZINCFACA-ZVOLFACA,13.44982,12.33928,1.11054
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCC-ZVOLFDCD,16.74192,15.35956,1.38236
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCC-ZVOLFCCC,15.49135,14.21225,1.27910
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCC-ZVOLFBCB,13.71598,12.58347,1.13251
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCC-ZVOLFACA,12.50351,11.47111,1.03240
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCB-ZVOLFDCD,16.67774,15.30068,1.37706
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCB-ZVOLFCCC,15.42717,14.15337,1.27380
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCB-ZVOLFBCB,13.65180,12.52459,1.12721
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCB-ZVOLFACA,12.43933,11.41223,1.02710
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCA-ZVOLFDCD,16.44501,15.08717,1.35784
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCA-ZVOLFCCC,15.19444,13.93985,1.25459
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCA-ZVOLFBCB,13.41907,12.31107,1.10800
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFBCA-ZVOLFACA,12.20660,11.19871,1.00788
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACC-ZVOLFDCD,17.10097,15.68897,1.41201
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACC-ZVOLFCCC,15.85040,14.54165,1.30875
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACC-ZVOLFBCB,14.07503,12.91287,1.16216
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACC-ZVOLFACA,12.86256,11.80051,1.06205
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACB-ZVOLFDCD,17.02829,15.62229,1.40601
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACB-ZVOLFCCC,15.77772,14.47497,1.30275
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACB-ZVOLFBCB,14.00235,12.84619,1.15616
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACB-ZVOLFACA,12.78988,11.73383,1.05605
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACA-ZVOLFDCD,16.76473,15.38049,1.38424
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACA-ZVOLFCCC,15.51416,14.23317,1.28099
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACA-ZVOLFBCB,13.73879,12.60439,1.13440
e-mobilia,CATNAT,2,ZDDEF6C1-ZINCFACA-ZVOLFACA,12.52632,11.49203,1.03428
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCC-ZVOLFDCD,17.48261,16.03909,1.44352
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCC-ZVOLFCCC,16.23203,14.89177,1.34026
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCC-ZVOLFBCB,14.45666,13.26299,1.19367
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCC-ZVOLFACA,13.24419,12.15064,1.09356
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCB-ZVOLFDCD,17.41843,15.98021,1.43822
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCB-ZVOLFCCC,16.16786,14.83289,1.33496
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCB-ZVOLFBCB,14.39248,13.20411,1.18837
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCB-ZVOLFACA,13.18001,12.09176,1.08826
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCA-ZVOLFDCD,17.18569,15.76669,1.41900
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCA-ZVOLFCCC,15.93512,14.61938,1.31574
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCA-ZVOLFBCB,14.15975,12.99060,1.16915
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFBCA-ZVOLFACA,12.94728,11.87824,1.06904
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACC-ZVOLFDCD,17.84166,16.36849,1.47316
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACC-ZVOLFCCC,16.59108,15.22118,1.36991
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACC-ZVOLFBCB,14.81571,13.59240,1.22332
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACC-ZVOLFACA,13.60324,12.48004,1.12320
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACB-ZVOLFDCD,17.76898,16.30181,1.46716
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACB-ZVOLFCCC,16.51840,15.15450,1.36390
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACB-ZVOLFBCB,14.74303,13.52572,1.21731
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACB-ZVOLFACA,13.53056,12.41336,1.11720
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACA-ZVOLFDCD,17.50542,16.06001,1.44540
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACA-ZVOLFCCC,16.25484,14.91270,1.34214
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACA-ZVOLFBCB,14.47947,13.28392,1.19555
e-mobilia,CATNAT,2,ZDDEF5C3-ZINCFACA-ZVOLFACA,13.26700,12.17156,1.09544
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCC-ZVOLFDCD,16.83156,15.44180,1.38976
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCC-ZVOLFCCC,15.58099,14.29448,1.28650
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCC-ZVOLFBCB,13.80562,12.66570,1.13991
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCC-ZVOLFACA,12.59315,11.55335,1.03980
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCB-ZVOLFDCD,16.76738,15.38292,1.38446
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCB-ZVOLFCCC,15.51681,14.23561,1.28120
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCB-ZVOLFBCB,13.74144,12.60683,1.13461
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCB-ZVOLFACA,12.52897,11.49447,1.03450
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCA-ZVOLFDCD,16.53465,15.16940,1.36525
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCA-ZVOLFCCC,15.28408,14.02209,1.26199
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCA-ZVOLFBCB,13.50871,12.39331,1.11540
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFBCA-ZVOLFACA,12.29623,11.28095,1.01529
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACC-ZVOLFDCD,17.19061,15.77120,1.41941
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACC-ZVOLFCCC,15.94004,14.62389,1.31615
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACC-ZVOLFBCB,14.16467,12.99511,1.16956
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACC-ZVOLFACA,12.95220,11.88275,1.06945
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACB-ZVOLFDCD,17.11793,15.70453,1.41341
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACB-ZVOLFCCC,15.86736,14.55721,1.31015
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACB-ZVOLFBCB,14.09199,12.92843,1.16356
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACB-ZVOLFACA,12.87952,11.81607,1.06345
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACA-ZVOLFDCD,16.85437,15.46272,1.39165
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACA-ZVOLFCCC,15.60380,14.31541,1.28839
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACA-ZVOLFBCB,13.82843,12.68663,1.14180
e-mobilia,CATNAT,2,ZDDEF5C2-ZINCFACA-ZVOLFACA,12.61596,11.57427,1.04168
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCC-ZVOLFDCD,15.99589,14.67513,1.32076
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCC-ZVOLFCCC,14.74532,13.52781,1.21750
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCC-ZVOLFBCB,12.96994,11.89903,1.07091
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCC-ZVOLFACA,11.75747,10.78667,0.97080
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCB-ZVOLFDCD,15.93171,14.61625,1.31546
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCB-ZVOLFCCC,14.68114,13.46893,1.21220
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCB-ZVOLFBCB,12.90577,11.84015,1.06561
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCB-ZVOLFACA,11.69330,10.72779,0.96550
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCA-ZVOLFDCD,15.69898,14.40273,1.29625
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCA-ZVOLFCCC,14.44840,13.25542,1.19299
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCA-ZVOLFBCB,12.67303,11.62664,1.04640
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFBCA-ZVOLFACA,11.46056,10.51428,0.94628
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACC-ZVOLFDCD,16.35494,15.00453,1.35041
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACC-ZVOLFCCC,15.10437,13.85722,1.24715
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACC-ZVOLFBCB,13.32900,12.22844,1.10056
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACC-ZVOLFACA,12.11652,11.11608,1.00045
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACB-ZVOLFDCD,16.28226,14.93785,1.34441
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACB-ZVOLFCCC,15.03169,13.79054,1.24115
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACB-ZVOLFBCB,13.25632,12.16176,1.09456
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACB-ZVOLFACA,12.04384,11.04940,0.99445
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACA-ZVOLFDCD,16.01870,14.69605,1.32264
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACA-ZVOLFCCC,14.76812,13.54874,1.21939
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACA-ZVOLFBCB,12.99275,11.91996,1.07280
e-mobilia,CATNAT,2,ZDDEF5C1-ZINCFACA-ZVOLFACA,11.78028,10.80760,0.97268
e-mobilia,CATNAT,2,ZDDEF4C3-ZINCFBCC-ZVOLFDCD,16.31540,14.96826,1.34714
e-mobilia,CATNAT,2,ZDDEF4C3-ZINCFBCC-ZVOLFCCC,15.06483,13.82094,1.24388
e-mobilia,CATNAT,2,ZDDEF4C3-ZINCFBCC-ZVOLFBCB,13.28946,12.19216,1.09729
e-mobilia,CATNAT,2,ZDDEF4C3-ZINCFBCC-ZVOLFACA,12.07699,11.07981,0.99718
e-mobilia,CATNAT,2,ZDDEF4C3-ZINCFBCB-ZVOLFDCD,16.25122,14.90938,1.34184
e-mobilia,CATNAT,2,ZDDEF4C3-ZINCFBCB-ZVOLFCCC,15.00065,13.76206,1.23859
e-mobilia,CATNAT,2,ZDDEF4C3-ZINCFBCB-ZVOLFBCB,13.22528,12.13328,1.09200
e-mobilia,CATNAT,2,ZDDEF4C3-ZINCFBCB-ZVOLFACA,12.01281,11.02093,0.99188
